CustomerID,TransactionDate,TransactionAmount
C-1253,2024-02-13,49.59
C-1773,2025-11-09,150.79
C-1435,2026-03-01,42.21
C-1914,2025-12-09,89.45
C-1306,2026-02-17,58.4
C-1919,2025-05-22,11.85
C-1475,2024-10-23,111.2
C-1566,2025-07-12,87.4
C-1910,2024-08-25,18.43
C-1467,2025-03-29,58.53
C-1267,2025-01-20,80.01
C-1258,2024-10-09,42.17
C-1625,2024-02-09,131.31
C-1519,2025-09-04,60.48
C-1927,2025-11-18,49.01
C-1965,2024-12-31,20.1
C-1757,2026-02-25,60.75
C-1813,2024-01-16,62.24
C-1128,2025-07-28,23.27
C-1669,2024-09-25,53.77
C-1161,2024-09-16,29.14
C-1836,2025-06-20,65.91
C-1130,2024-12-18,39.28
C-1226,2025-12-01,17.28
C-1475,2025-04-21,69.51
C-1645,2024-07-29,47.94
C-1571,2025-01-11,94.51
C-1875,2025-04-01,51.46
C-1724,2025-12-28,93.91
C-1475,2026-03-08,54.31
C-1985,2024-10-03,37.05
C-1545,2024-02-10,104.23
C-1306,2024-12-03,77.91
C-1175,2025-10-23,92.71
C-1272,2025-09-11,67.11
C-1930,2024-10-15,54.27
C-1723,2024-09-28,45.47
C-1247,2024-06-04,34.74
C-1046,2025-03-29,42.94
C-1967,2026-01-28,70.73
C-1854,2025-10-01,96.28
C-1920,2024-05-22,85.38
C-1190,2025-06-16,70.42
C-1459,2025-02-04,60.39
C-1550,2025-01-27,74.04
C-1209,2024-04-24,88.29
C-1736,2025-10-07,75.18
C-1602,2024-12-19,112.0
C-1887,2025-07-11,88.21
C-1839,2025-12-02,51.39
C-1546,2025-10-20,38.94
C-1855,2024-09-26,52.28
C-1153,2025-09-05,76.28
C-1082,2025-09-13,41.94
C-1946,2025-03-01,80.3
C-1172,2024-11-22,69.86
C-1717,2024-03-03,116.25
C-1632,2025-05-22,83.27
C-1786,2025-02-01,43.59
C-1675,2025-04-09,46.54
C-1285,2024-09-21,54.42
C-1088,2025-10-15,45.9
C-1202,2026-01-08,77.36
C-1040,2025-12-08,28.42
C-1067,2026-02-14,44.29
C-1597,2025-09-23,78.83
C-1126,2024-09-11,51.87
C-1880,2025-03-07,49.94
C-1669,2024-09-24,57.1
C-1324,2024-10-30,89.86
C-1275,2025-11-14,62.95
C-1976,2025-04-26,74.26
C-1727,2025-04-24,74.6
C-1430,2025-02-27,135.63
C-1331,2025-03-13,99.22
C-1872,2025-10-20,44.44
C-1025,2025-08-27,97.97
C-1178,2024-05-11,46.85
C-1822,2025-03-30,44.12
C-1075,2025-08-01,39.92
C-1853,2025-05-06,58.7
C-1950,2024-12-26,71.54
C-1768,2025-08-06,36.32
C-1664,2025-12-22,60.84
C-1912,2025-07-26,36.65
C-1647,2025-04-11,53.89
C-1379,2024-12-27,12.81
C-1290,2025-03-07,52.51
C-1748,2025-11-19,48.85
C-1301,2024-07-08,55.21
C-1135,2025-07-08,40.45
C-1806,2024-12-06,78.26
C-1756,2025-12-04,11.26
C-1381,2024-08-20,58.45
C-1776,2024-12-09,61.4
C-1855,2026-02-27,32.44
C-1818,2025-07-24,87.28
C-1396,2025-12-04,55.64
C-1778,2025-05-08,33.75
C-1619,2024-01-19,9.59
C-1331,2025-08-06,63.01
C-1267,2025-03-20,70.26
C-1239,2024-10-27,75.64
C-1173,2024-12-08,67.59
C-1669,2025-03-06,59.35
C-1849,2025-10-19,36.56
C-1961,2024-11-19,30.03
C-1593,2025-04-29,21.27
C-1658,2026-01-20,100.64
C-1736,2024-11-27,40.27
C-1377,2026-01-24,70.36
C-1958,2026-03-07,49.95
C-1104,2024-07-20,90.29
C-1265,2024-07-28,7.02
C-1562,2024-04-27,68.55
C-1628,2025-05-28,22.75
C-1604,2025-11-08,71.76
C-1267,2025-02-22,82.53
C-1234,2024-11-06,38.54
C-1212,2025-07-27,57.79
C-1048,2024-05-06,92.97
C-1504,2024-10-20,29.01
C-1795,2024-10-03,35.61
C-1610,2025-03-04,108.26
C-1374,2024-03-13,85.02
C-1187,2024-12-29,34.88
C-1865,2026-03-10,63.66
C-1846,2024-02-10,62.81
C-1062,2024-01-23,78.8
C-1824,2024-04-27,7.46
C-1611,2025-01-14,25.4
C-1439,2025-10-29,99.46
C-1932,2024-01-07,26.07
C-1668,2024-07-20,42.1
C-1443,2025-02-22,38.13
C-1125,2025-01-29,48.72
C-1816,2025-07-29,6.13
C-1627,2025-03-15,93.17
C-1203,2025-04-30,111.74
C-1876,2025-03-09,41.14
C-1836,2025-01-10,55.84
C-1556,2026-02-10,67.55
C-1665,2024-06-03,8.02
C-1261,2024-05-04,11.47
C-1910,2024-09-01,71.83
C-1124,2025-07-02,46.14
C-1169,2024-05-03,75.91
C-1707,2026-02-24,44.99
C-1200,2025-01-03,61.06
C-1637,2025-05-14,31.66
C-1912,2024-04-18,54.45
C-1908,2025-11-04,66.92
C-1364,2025-01-13,42.0
C-1353,2025-02-19,85.6
C-1108,2025-07-16,55.91
C-1382,2025-06-16,15.34
C-1299,2024-05-18,14.38
C-1603,2024-10-06,77.44
C-1636,2025-04-27,64.73
C-1995,2025-03-10,44.26
C-1508,2024-09-29,27.94
C-1213,2026-01-30,86.82
C-1663,2026-01-31,106.57
C-1519,2024-10-10,46.39
C-1516,2025-10-18,70.71
C-1063,2024-03-31,63.14
C-1116,2024-09-23,37.16
C-1245,2025-10-22,17.94
C-1757,2025-01-29,34.64
C-1183,2024-01-20,57.27
C-1936,2025-07-11,55.56
C-1619,2026-01-17,74.61
C-1819,2025-08-04,8.19
C-1101,2025-08-09,92.86
C-1416,2024-08-03,117.47
C-1703,2026-01-30,20.28
C-1498,2026-01-23,71.09
C-1730,2024-03-22,64.21
C-1603,2025-11-17,67.44
C-1364,2024-06-11,99.76
C-1047,2025-05-25,89.97
C-1863,2024-05-26,48.87
C-1574,2024-11-18,72.81
C-1493,2025-12-01,43.21
C-1286,2025-12-20,122.19
C-1276,2024-07-22,68.8
C-1193,2025-11-11,28.17
C-1056,2026-01-03,34.48
C-1302,2024-06-11,38.93
C-1646,2025-08-01,80.7
C-1064,2024-10-18,70.45
C-1548,2024-05-20,76.47
C-1743,2025-10-09,75.91
C-1126,2024-09-13,90.47
C-1675,2025-06-30,31.99
C-1264,2025-01-18,61.35
C-1259,2025-02-17,118.28
C-1972,2025-11-15,78.54
C-1991,2024-10-16,66.72
C-1656,2025-01-09,78.79
C-1161,2026-01-15,50.91
C-1321,2025-03-25,6.46
C-1473,2024-01-13,21.95
C-1289,2024-10-21,74.09
C-1450,2024-08-02,50.35
C-1026,2025-09-21,76.02
C-1732,2024-08-18,8.78
C-1232,2025-10-31,51.02
C-1436,2026-02-19,5.41
C-1312,2024-10-07,91.09
C-1725,2024-01-31,55.24
C-1445,2024-03-14,85.11
C-1009,2025-04-28,35.53
C-1159,2024-01-14,60.67
C-1177,2025-02-15,31.99
C-1846,2024-01-22,23.98
C-1029,2025-12-03,34.14
C-1926,2024-10-16,101.71
C-1849,2026-01-29,39.28
C-1715,2025-07-14,59.57
C-1590,2025-03-16,55.01
C-1153,2026-02-24,54.72
C-1095,2025-12-26,45.16
C-1817,2026-02-14,59.66
C-1936,2025-01-24,79.75
C-1156,2025-10-29,28.99
C-1650,2025-09-24,14.62
C-1922,2025-11-04,30.42
C-1427,2025-03-27,62.88
C-1140,2024-03-23,60.81
C-1176,2024-07-16,66.71
C-1420,2025-02-04,51.9
C-1697,2025-04-15,28.16
C-1986,2025-12-29,50.97
C-1631,2024-06-23,70.67
C-1012,2024-04-10,30.51
C-1928,2025-06-19,23.34
C-1532,2025-12-23,86.75
C-1651,2024-10-19,50.82
C-1303,2025-06-23,41.49
C-1552,2024-12-20,11.76
C-1973,2024-08-14,48.72
C-1235,2025-03-30,41.4
C-1396,2024-04-09,98.57
C-1030,2025-06-11,83.01
C-1821,2024-04-09,45.24
C-1620,2024-06-21,52.05
C-1775,2024-09-19,41.98
C-1803,2024-09-30,59.15
C-1821,2025-03-13,44.8
C-1064,2024-12-21,85.06
C-1053,2025-10-11,70.52
C-1564,2024-02-13,63.95
C-1524,2025-11-07,35.95
C-1101,2026-03-02,70.1
C-1397,2024-05-17,79.39
C-1674,2025-01-21,78.37
C-1181,2025-06-19,27.3
C-1540,2024-06-19,97.36
C-1118,2024-06-04,38.47
C-1783,2025-11-17,41.74
C-1971,2026-03-05,44.92
C-1501,2025-11-23,49.25
C-1744,2025-11-04,34.25
C-1420,2024-05-13,11.63
C-1664,2024-02-02,33.25
C-1054,2025-06-02,17.83
C-1527,2025-12-20,10.97
C-1554,2025-01-07,59.94
C-1622,2024-11-02,56.53
C-1456,2024-06-08,60.2
C-1728,2025-05-18,62.32
C-1455,2024-02-14,6.97
C-1194,2025-05-03,30.15
C-1156,2025-09-01,36.4
C-1123,2025-04-15,127.22
C-1939,2024-08-05,59.55
C-1630,2025-10-06,55.76
C-1823,2025-08-30,93.76
C-1799,2025-06-23,95.46
C-1277,2024-08-20,74.87
C-1198,2024-12-27,29.01
C-1440,2024-01-26,41.19
C-1338,2024-09-23,80.94
C-1460,2025-11-23,82.1
C-1862,2025-02-15,56.82
C-1970,2025-05-05,92.3
C-1568,2025-07-12,28.04
C-1158,2025-05-03,88.44
C-1881,2024-01-05,88.42
C-1595,2024-12-26,22.33
C-1945,2025-02-25,50.33
C-1922,2026-01-07,55.11
C-1276,2025-07-11,6.21
C-1452,2025-01-24,80.25
C-1209,2025-08-12,36.47
C-1713,2024-10-28,38.09
C-1989,2025-06-01,52.51
C-1092,2025-06-03,68.44
C-1667,2025-05-06,66.13
C-1581,2025-11-11,56.44
C-1138,2024-12-22,64.96
C-1600,2024-09-30,33.5
C-1885,2024-06-02,59.71
C-1389,2024-09-16,71.05
C-1124,2024-12-19,77.78
C-1272,2025-09-10,70.78
C-1929,2024-09-03,51.35
C-1519,2024-05-20,67.23
C-1995,2025-05-09,70.86
C-1605,2025-03-02,26.31
C-1599,2026-01-23,69.17
C-1853,2024-04-02,45.61
C-1073,2025-07-01,54.98
C-1612,2025-05-26,96.01
C-1980,2025-12-28,62.0
C-1169,2026-02-02,56.81
C-1943,2025-08-25,15.3
C-1789,2025-09-04,38.28
C-1875,2025-10-14,11.29
C-1172,2024-01-10,159.88
C-1326,2026-01-22,11.1
C-1834,2025-02-07,62.43
C-1624,2024-12-24,59.51
C-1602,2025-12-18,92.34
C-1081,2024-11-19,12.49
C-1960,2024-04-23,69.61
C-1900,2024-07-11,74.73
C-1400,2024-10-04,42.79
C-1732,2025-08-02,75.59
C-1708,2024-09-12,114.29
C-1098,2025-08-10,8.07
C-1281,2025-02-06,48.46
C-1326,2024-06-02,21.68
C-1551,2025-10-06,97.33
C-1873,2024-03-24,42.84
C-1398,2026-01-23,67.27
C-1552,2025-01-02,15.23
C-1146,2024-04-21,44.01
C-1504,2025-04-19,68.32
C-1835,2024-09-27,51.73
C-1366,2024-10-06,86.02
C-1282,2024-02-09,35.41
C-1003,2024-10-16,91.4
C-1952,2025-03-08,8.36
C-1278,2025-08-03,64.59
C-1862,2024-09-10,105.08
C-1508,2026-01-30,128.03
C-1699,2025-07-19,96.01
C-1679,2025-01-25,29.67
C-1614,2024-03-25,24.1
C-1690,2024-12-07,32.53
C-1814,2024-02-07,79.36
C-1168,2024-12-08,95.13
C-1825,2024-11-01,29.38
C-1184,2025-01-16,27.29
C-1495,2025-01-13,76.16
C-1309,2025-10-22,32.47
C-1967,2026-01-22,16.3
C-1937,2024-07-20,8.98
C-1031,2025-03-18,59.0
C-1976,2025-10-12,7.48
C-1479,2024-01-10,22.22
C-1559,2025-03-11,46.19
C-1110,2024-06-01,60.16
C-1752,2024-07-09,23.22
C-1728,2025-07-16,73.2
C-1087,2024-07-12,49.5
C-1103,2026-02-21,45.38
C-1000,2025-02-10,108.86
C-1377,2024-06-15,42.47
C-1417,2026-02-01,83.27
C-1680,2025-04-21,43.95
C-1339,2024-11-03,41.21
C-1244,2025-05-29,64.35
C-1879,2024-06-23,41.54
C-1108,2024-07-01,11.41
C-1473,2026-02-21,69.8
C-1099,2025-06-27,78.82
C-1368,2024-02-12,48.39
C-1883,2025-02-22,53.19
C-1899,2025-12-28,68.64
C-1314,2024-06-16,55.21
C-1282,2024-12-01,35.19
C-1389,2025-06-08,60.61
C-1094,2025-03-27,61.9
C-1427,2024-05-30,84.02
C-1312,2025-06-02,38.17
C-1205,2025-01-09,91.36
C-1594,2024-06-27,62.84
C-1209,2025-05-14,43.92
C-1112,2024-01-12,59.3
C-1125,2025-07-18,24.12
C-1400,2024-04-06,14.42
C-1516,2025-07-22,62.94
C-1887,2024-02-28,83.44
C-1032,2024-11-13,47.62
C-1725,2024-07-15,36.57
C-1890,2025-03-25,39.91
C-1288,2024-05-20,17.5
C-1083,2025-11-24,38.23
C-1214,2025-02-06,65.2
C-1127,2025-04-21,46.17
C-1337,2025-12-14,39.16
C-1360,2025-07-22,54.18
C-1201,2024-01-17,46.98
C-1321,2025-06-01,66.65
C-1680,2024-03-22,56.16
C-1473,2025-04-12,10.39
C-1203,2025-08-05,27.11
C-1386,2026-02-16,106.17
C-1513,2025-09-27,58.58
C-1791,2025-08-08,30.48
C-1438,2024-10-21,68.07
C-1218,2025-10-30,107.97
C-1402,2025-08-18,36.16
C-1482,2025-01-01,116.37
C-1917,2024-05-13,78.13
C-1718,2024-10-09,90.7
C-1559,2024-11-21,85.41
C-1744,2025-03-18,74.67
C-1412,2025-03-27,8.9
C-1064,2025-08-17,48.55
C-1789,2025-09-01,63.3
C-1413,2024-01-25,59.26
C-1300,2024-03-08,39.97
C-1006,2024-05-16,72.16
C-1419,2024-03-13,53.13
C-1236,2024-02-15,71.94
C-1175,2024-06-14,24.41
C-1656,2025-01-04,29.97
C-1755,2025-05-21,90.14
C-1340,2024-05-06,65.51
C-1643,2025-08-27,63.94
C-1378,2024-03-13,62.92
C-1040,2024-06-18,9.27
C-1945,2024-07-30,72.61
C-1756,2024-05-30,21.15
C-1110,2025-04-24,25.81
C-1829,2024-11-09,11.32
C-1160,2024-11-26,6.56
C-1502,2025-10-11,93.25
C-1337,2025-07-03,50.98
C-1318,2025-08-11,27.22
C-1503,2025-11-16,64.91
C-1887,2025-08-25,29.66
C-1749,2026-02-14,49.45
C-1072,2025-05-23,36.41
C-1389,2025-09-10,6.53
C-1795,2025-11-24,63.55
C-1548,2025-10-10,84.98
C-1122,2024-07-06,47.89
C-1741,2025-11-10,114.78
C-1548,2024-11-30,32.0
C-1091,2025-06-13,38.51
C-1138,2025-11-28,80.79
C-1184,2024-07-23,55.76
C-1572,2024-03-28,12.59
C-1835,2024-07-25,84.37
C-1933,2026-01-23,24.8
C-1120,2025-01-19,99.63
C-1859,2024-01-21,57.56
C-1241,2025-03-30,79.27
C-1594,2024-03-09,71.39
C-1128,2024-07-14,51.88
C-1745,2025-06-18,78.39
C-1664,2024-10-03,46.86
C-1855,2024-06-01,59.67
C-1748,2024-11-06,73.47
C-1388,2025-07-01,38.04
C-1621,2024-06-25,76.23
C-1096,2024-07-31,55.27
C-1828,2024-05-16,64.25
C-1260,2025-03-01,19.7
C-1086,2025-04-09,39.7
C-1413,2025-12-26,17.22
C-1456,2024-10-11,24.65
C-1671,2025-07-11,23.03
C-1371,2025-05-09,37.83
C-1246,2025-09-07,42.5
C-1596,2025-03-25,98.85
C-1605,2025-10-23,59.83
C-1757,2024-10-15,25.35
C-1415,2025-05-13,8.48
C-1973,2025-09-25,31.61
C-1931,2025-11-04,46.36
C-1712,2024-08-21,12.47
C-1246,2025-07-12,73.0
C-1757,2024-05-06,32.89
C-1411,2025-10-25,34.05
C-1583,2024-12-28,17.76
C-1957,2025-04-25,97.39
C-1018,2024-07-13,87.58
C-1448,2024-12-19,86.66
C-1498,2024-05-20,64.83
C-1943,2024-08-26,82.73
C-1204,2025-07-13,27.24
C-1924,2024-10-21,62.66
C-1639,2024-10-08,24.48
C-1793,2024-10-31,55.97
C-1450,2024-01-07,71.12
C-1170,2025-06-20,95.03
C-1250,2026-02-03,83.12
C-1415,2026-03-04,48.3
C-1379,2024-05-23,92.33
C-1504,2025-08-20,58.96
C-1335,2025-02-28,17.57
C-1744,2024-07-17,49.39
C-1717,2025-02-16,65.01
C-1428,2026-02-21,46.07
C-1898,2024-05-18,49.46
C-1231,2025-10-19,34.05
C-1434,2025-01-18,46.73
C-1184,2024-10-18,83.22
C-1334,2026-01-01,65.82
C-1081,2024-11-28,56.02
C-1556,2024-11-30,52.99
C-1002,2025-11-24,37.86
C-1205,2024-02-09,49.4
C-1506,2025-07-25,36.47
C-1883,2024-05-01,72.44
C-1413,2024-08-22,48.9
C-1897,2024-03-02,43.31
C-1670,2024-05-03,86.56
C-1481,2024-11-12,5.19
C-1313,2025-01-02,109.59
C-1428,2025-04-24,20.67
C-1484,2024-07-29,56.72
C-1703,2024-02-13,33.38
C-1264,2024-08-07,70.86
C-1901,2025-03-17,60.92
C-1898,2026-02-27,64.34
C-1575,2025-05-04,110.94
C-1937,2025-11-12,88.3
C-1444,2024-09-25,30.85
C-1615,2024-02-28,100.16
C-1824,2024-02-09,86.02
C-1733,2025-12-16,63.56
C-1649,2024-10-26,66.38
C-1729,2025-05-28,103.27
C-1177,2025-01-30,9.55
C-1317,2026-01-05,17.21
C-1368,2025-01-18,103.92
C-1194,2025-11-08,127.59
C-1962,2024-08-09,59.8
C-1991,2024-06-04,9.06
C-1916,2025-01-12,81.95
C-1902,2026-02-28,16.41
C-1585,2025-03-12,71.57
C-1790,2024-12-05,73.77
C-1868,2024-12-05,24.74
C-1768,2025-11-07,13.88
C-1574,2025-06-17,65.49
C-1119,2025-11-20,8.06
C-1687,2024-08-04,75.12
C-1103,2024-03-17,46.23
C-1229,2024-09-14,77.32
C-1892,2026-02-06,72.7
C-1549,2025-11-18,128.48
C-1399,2024-09-09,19.71
C-1780,2025-04-03,91.44
C-1970,2025-05-22,37.07
C-1303,2025-05-15,73.66
C-1991,2024-12-21,94.87
C-1927,2025-11-25,66.6
C-1354,2025-05-29,87.73
C-1207,2025-12-09,62.48
C-1536,2024-03-08,86.35
C-1572,2025-06-24,44.46
C-1073,2025-07-26,101.9
C-1938,2025-10-26,70.0
C-1919,2025-10-12,13.02
C-1621,2025-11-25,100.51
C-1900,2025-07-16,95.53
C-1660,2026-02-18,89.23
C-1169,2025-04-12,54.45
C-1677,2024-01-14,53.02
C-1913,2024-06-03,35.41
C-1566,2025-11-24,71.75
C-1276,2025-10-06,50.19
C-1342,2025-02-28,60.33
C-1181,2025-04-02,56.62
C-1917,2024-03-04,44.35
C-1615,2025-02-09,93.35
C-1725,2026-01-23,83.58
C-1653,2025-03-09,69.21
C-1403,2025-03-09,70.69
C-1042,2024-07-25,94.93
C-1779,2024-10-22,25.59
C-1093,2024-01-13,146.86
C-1972,2026-01-11,35.58
C-1586,2024-05-29,61.57
C-1659,2024-01-08,61.2
C-1438,2024-05-23,77.15
C-1941,2026-01-16,67.86
C-1238,2024-06-03,44.77
C-1180,2024-08-02,81.86
C-1930,2024-06-27,36.05
C-1211,2024-08-21,80.99
C-1824,2024-09-20,103.23
C-1206,2025-08-29,41.68
C-1379,2026-01-12,64.88
C-1308,2025-09-22,104.1
C-1809,2024-12-15,24.83
C-1924,2025-05-08,35.01
C-1363,2025-07-23,49.67
C-1801,2026-02-01,6.9
C-1905,2025-07-17,48.07
C-1782,2025-04-29,65.01
C-1807,2025-08-06,55.62
C-1295,2024-08-23,81.24
C-1109,2024-07-10,35.51
C-1903,2024-04-02,40.38
C-1038,2025-06-23,44.44
C-1048,2025-02-23,41.32
C-1100,2026-03-04,60.44
C-1085,2025-05-30,42.61
C-1382,2025-01-10,27.2
C-1470,2026-02-28,12.54
C-1987,2024-10-28,50.5
C-1095,2024-07-08,62.09
C-1423,2024-05-07,23.11
C-1237,2024-12-20,50.18
C-1734,2025-05-04,86.08
C-1824,2025-03-14,51.5
C-1776,2026-02-28,35.93
C-1908,2024-03-29,109.98
C-1935,2025-02-02,79.42
C-1105,2024-09-27,100.5
C-1039,2025-10-21,65.74
C-1217,2025-12-31,31.3
C-1200,2025-03-22,114.61
C-1843,2025-03-03,87.72
C-1760,2024-08-14,93.72
C-1047,2024-01-18,66.2
C-1186,2024-12-10,33.74
C-1223,2025-05-02,62.86
C-1187,2024-09-26,17.35
C-1606,2024-11-05,63.87
C-1792,2025-11-02,9.5
C-1186,2025-04-30,61.98
C-1642,2024-08-24,48.41
C-1757,2026-01-07,61.4
C-1421,2025-12-12,79.86
C-1246,2024-03-12,92.39
C-1543,2025-09-02,38.14
C-1905,2025-01-21,45.86
C-1826,2026-03-09,77.17
C-1348,2024-09-11,129.38
C-1382,2025-02-09,123.02
C-1387,2025-06-08,95.48
C-1944,2024-10-02,104.84
C-1499,2025-12-17,31.98
C-1896,2024-09-29,28.71
C-1919,2024-02-27,59.26
C-1314,2025-04-18,72.24
C-1110,2025-11-29,77.26
C-1886,2024-01-02,84.96
C-1757,2025-12-22,111.62
C-1012,2025-08-30,58.59
C-1497,2026-01-02,48.51
C-1170,2025-08-28,110.58
C-1660,2025-09-15,59.24
C-1627,2024-05-22,18.92
C-1200,2024-06-28,70.25
C-1470,2025-01-18,172.79
C-1691,2025-02-20,31.68
C-1799,2026-02-21,75.8
C-1139,2025-04-25,58.94
C-1903,2024-03-12,57.59
C-1666,2024-07-08,81.43
C-1041,2025-12-02,101.68
C-1882,2024-05-18,112.37
C-1480,2025-02-19,80.92
C-1505,2026-01-02,61.06
C-1567,2025-01-24,61.45
C-1341,2025-09-05,101.02
C-1226,2025-01-05,59.14
C-1138,2024-05-28,57.75
C-1850,2025-10-29,62.57
C-1272,2024-01-06,19.83
C-1961,2025-07-03,89.41
C-1118,2024-10-19,64.94
C-1217,2024-06-25,71.0
C-1298,2025-11-06,84.74
C-1246,2025-11-30,86.15
C-1493,2024-03-23,22.35
C-1871,2025-11-26,16.62
C-1795,2024-07-28,55.57
C-1459,2025-04-16,61.89
C-1719,2025-01-04,22.14
C-1653,2026-01-18,63.95
C-1536,2025-05-25,5.53
C-1509,2025-09-21,55.3
C-1072,2024-10-08,15.59
C-1210,2024-05-31,80.61
C-1004,2024-07-13,26.53
C-1161,2024-12-16,107.42
C-1433,2024-05-19,46.9
C-1182,2025-01-02,72.82
C-1128,2024-09-02,39.93
C-1377,2024-05-28,40.22
C-1984,2025-03-08,42.52
C-1480,2024-10-20,67.33
C-1764,2024-05-22,78.27
C-1983,2024-03-10,96.16
C-1624,2024-04-21,27.63
C-1738,2025-12-26,60.65
C-1871,2025-10-24,32.76
C-1137,2024-12-10,104.82
C-1179,2025-12-12,69.0
C-1004,2024-08-24,70.19
C-1692,2024-11-06,33.05
C-1869,2024-07-15,47.55
C-1584,2025-07-24,100.49
C-1699,2024-01-30,73.06
C-1778,2024-04-17,7.33
C-1444,2025-03-13,72.47
C-1731,2025-08-28,12.23
C-1246,2025-06-26,29.19
C-1563,2025-08-10,9.85
C-1612,2024-04-20,58.78
C-1384,2026-01-30,10.97
C-1404,2024-11-30,85.86
C-1208,2024-01-22,19.93
C-1007,2025-12-02,45.14
C-1686,2026-02-23,22.66
C-1656,2024-06-14,35.9
C-1848,2025-05-10,92.01
C-1365,2025-06-09,53.06
C-1238,2024-03-12,69.53
C-1794,2024-09-25,68.85
C-1752,2025-02-18,67.32
C-1005,2025-12-09,49.4
C-1981,2025-07-23,65.08
C-1025,2024-01-05,113.72
C-1985,2025-06-15,77.94
C-1753,2024-05-25,17.76
C-1387,2026-02-23,33.39
C-1398,2024-01-19,32.13
C-1574,2025-05-05,57.29
C-1418,2025-09-03,49.61
C-1674,2024-05-01,67.1
C-1316,2025-01-15,67.83
C-1144,2024-11-22,41.04
C-1799,2024-06-12,46.34
C-1140,2024-05-07,38.33
C-1750,2024-07-05,61.13
C-1719,2026-01-01,57.97
C-1193,2024-10-13,9.48
C-1770,2026-01-27,28.69
C-1961,2026-02-14,21.56
C-1582,2025-05-18,22.68
C-1124,2024-11-08,35.1
C-1975,2026-03-08,61.07
C-1196,2026-01-02,103.96
C-1422,2025-07-25,83.44
C-1662,2025-03-28,50.95
C-1349,2025-09-25,43.1
C-1092,2024-01-06,47.03
C-1287,2025-09-09,53.3
C-1607,2025-04-01,91.57
C-1740,2024-07-20,9.54
C-1890,2025-03-22,77.79
C-1834,2024-04-15,52.17
C-1808,2025-02-19,67.59
C-1725,2025-05-18,95.4
C-1778,2026-02-01,40.77
C-1514,2025-01-27,104.48
C-1224,2025-06-13,87.12
C-1112,2024-09-07,16.21
C-1046,2024-09-12,72.17
C-1726,2024-01-30,41.37
C-1247,2025-01-02,65.19
C-1494,2024-01-25,74.62
C-1493,2024-11-09,81.01
C-1605,2025-01-09,41.2
C-1777,2024-04-08,26.42
C-1458,2025-06-06,22.64
C-1893,2025-07-29,28.15
C-1257,2024-04-30,37.18
C-1330,2026-02-22,51.81
C-1240,2026-01-24,44.24
C-1857,2025-10-17,52.55
C-1261,2024-12-29,22.03
C-1297,2024-03-16,30.64
C-1699,2024-11-28,51.39
C-1473,2024-10-09,55.48
C-1590,2024-03-12,47.75
C-1941,2025-07-28,78.4
C-1999,2024-01-12,20.14
C-1062,2024-09-09,45.73
C-1464,2025-01-10,43.87
C-1089,2025-12-20,48.51
C-1803,2026-03-06,59.25
C-1612,2025-10-24,39.88
C-1399,2026-02-20,42.21
C-1194,2024-08-15,43.76
C-1430,2025-03-11,62.57
C-1063,2024-06-13,19.42
C-1026,2024-11-06,49.84
C-1837,2024-06-12,49.91
C-1897,2024-08-11,43.3
C-1867,2024-01-30,59.74
C-1044,2026-02-25,26.63
C-1829,2024-08-08,73.25
C-1867,2025-06-17,17.08
C-1840,2026-01-12,22.2
C-1914,2025-07-03,77.84
C-1440,2024-05-27,20.62
C-1008,2024-10-14,43.74
C-1915,2025-09-29,90.47
C-1586,2025-11-07,62.38
C-1579,2024-05-26,43.59
C-1489,2025-04-22,92.23
C-1852,2024-07-07,33.92
C-1414,2024-12-04,5.54
C-1193,2024-11-11,16.94
C-1983,2026-02-23,121.78
C-1422,2024-09-01,55.33
C-1926,2024-04-16,35.25
C-1340,2024-01-04,43.23
C-1326,2025-02-13,5.08
C-1720,2024-08-12,59.8
C-1970,2024-12-13,71.58
C-1180,2025-09-09,21.76
C-1710,2025-01-20,63.51
C-1530,2025-02-13,129.9
C-1970,2024-10-22,75.51
C-1736,2024-12-26,53.34
C-1373,2025-07-07,77.84
C-1236,2025-06-17,17.2
C-1184,2025-04-12,35.29
C-1335,2024-06-10,65.27
C-1159,2025-04-18,7.17
C-1072,2025-08-10,105.81
C-1857,2024-07-19,90.86
C-1687,2026-02-26,69.35
C-1038,2024-02-29,75.68
C-1675,2025-02-11,88.2
C-1922,2025-01-20,61.57
C-1284,2025-06-10,57.31
C-1523,2025-09-04,103.67
C-1279,2025-09-13,113.53
C-1845,2025-10-19,62.91
C-1313,2024-11-27,45.19
C-1149,2025-03-29,25.07
C-1205,2025-09-30,86.1
C-1847,2024-12-21,7.24
C-1940,2024-06-12,81.23
C-1147,2025-06-13,8.84
C-1876,2024-05-02,70.21
C-1399,2025-11-29,48.31
C-1754,2025-04-06,71.31
C-1742,2025-12-18,27.86
C-1598,2024-05-21,90.18
C-1316,2025-12-11,61.07
C-1400,2025-11-11,47.76
C-1309,2025-05-09,15.36
C-1794,2025-01-06,54.66
C-1854,2025-09-07,24.7
C-1042,2024-09-01,23.11
C-1286,2024-12-20,16.07
C-1949,2024-07-08,32.26
C-1982,2026-03-10,73.25
C-1325,2025-05-25,137.98
C-1408,2025-08-29,97.55
C-1507,2025-12-31,7.34
C-1600,2024-03-12,46.51
C-1854,2025-08-30,36.43
C-1586,2025-07-19,97.56
C-1729,2025-06-11,29.63
C-1610,2025-06-15,93.31
